0,0.05981753021478653,0.2511289119720459,0.0979112982749939,0.16791628301143646
1,0.09010644257068634,0.1867714524269104,0.11250357329845428,0.1609617918729782
0,0.1097758412361145,0.17616254091262817,0.12228898704051971,0.1625678539276123
1,0.12625692784786224,0.16497105360031128,0.14712446928024292,0.15547789633274078
2,0.14229656755924225,0.1597198247909546,0.09464950114488602,0.17462430894374847
3,0.15208220481872559,0.15660148859024048,0.15307582914829254,0.1599491983652115
4,0.16998577117919922,0.1531515121459961,0.1574821174144745,0.15556009113788605
5,0.1837935894727707,0.15080910921096802,0.19187410175800323,0.14723649621009827
6,0.18977780640125275,0.14889861643314362,0.19181688129901886,0.15014435350894928
7,0.1988031566143036,0.14734195172786713,0.21773962676525116,0.14353099465370178
0,0.2064305692911148,0.14563682675361633,0.2159656584262848,0.14492803812026978
1,0.2170255482196808,0.1438586264848709,0.12131616473197937,0.19036345183849335
2,0.22207780182361603,0.1426868885755539,0.24555078148841858,0.13815493881702423
3,0.23500269651412964,0.14087629318237305,0.24812589585781097,0.13879695534706116
4,0.23855888843536377,0.14033566415309906,0.2292417734861374,0.14117370545864105
5,0.24527885019779205,0.139003723859787,0.24749642610549927,0.1383013129234314
6,0.2472163587808609,0.13838383555412292,0.2420600801706314,0.13885553181171417
7,0.2569284439086914,0.13709194958209991,0.24669528007507324,0.13864699006080627
8,0.26058271527290344,0.1360444277524948,0.2251216024160385,0.14788256585597992
9,0.26860255002975464,0.13479706645011902,0.21579399704933167,0.14605997502803802
