epoch,accuracy,loss,top3_acc,top5_acc,val_accuracy,val_loss,val_top3_acc,val_top5_acc
0,0.06273605674505234,0.24411624670028687,0.17790749669075012,0.2821405827999115,0.08949928730726242,0.16920922696590424,0.22391988337039948,0.35078683495521545
1,0.09172511845827103,0.18454493582248688,0.2493010312318802,0.38252317905426025,0.1289842575788498,0.16147495806217194,0.3172532320022583,0.45573675632476807
2,0.11828616261482239,0.1712397038936615,0.3028155267238617,0.4495021402835846,0.14346209168434143,0.15908174216747284,0.3389413356781006,0.4745064377784729
3,0.12748320400714874,0.16400101780891418,0.3290577232837677,0.4801589250564575,0.09436337649822235,0.16735199093818665,0.26912733912467957,0.4005722403526306
4,0.1435718834400177,0.15966622531414032,0.3550301790237427,0.5099573135375977,0.11896995455026627,0.1639081984758377,0.3011730909347534,0.44503575563430786
5,0.1564967930316925,0.1565556675195694,0.3810516595840454,0.5388237833976746,0.11925607919692993,0.1636740267276764,0.30174535512924194,0.43771103024482727
6,0.17089322209358215,0.15392211079597473,0.3985382914543152,0.5542992949485779,0.17819742858409882,0.15123721957206726,0.39816880226135254,0.5452932715415955
7,0.18062981963157654,0.15187275409698486,0.41470053791999817,0.5729141235351562,0.2105865478515625,0.1436861902475357,0.45722460746765137,0.6163662672042847
8,0.18600088357925415,0.1501592993736267,0.4249521791934967,0.5854711532592773,0.1947353333234787,0.1475083976984024,0.4266666769981384,0.5769385099411011
9,0.1983126550912857,0.1478976458311081,0.4480060935020447,0.6058517694473267,0.21922746300697327,0.14252761006355286,0.4737052917480469,0.6317024230957031
10,0.20424780249595642,0.1463218331336975,0.45842939615249634,0.6154657602310181,0.1973104476928711,0.15159018337726593,0.42947065830230713,0.5780829787254333
11,0.21243929862976074,0.14457616209983826,0.47059401869773865,0.6267719864845276,0.23467810451984406,0.14080390334129333,0.48618024587631226,0.6414878368377686
12,0.22629617154598236,0.14304228127002716,0.4819983243942261,0.6382253170013428,0.19399142265319824,0.14821361005306244,0.429699569940567,0.5793418884277344
13,0.23299160599708557,0.14170850813388824,0.49504587054252625,0.6496542096138,0.2226037234067917,0.14221440255641937,0.4708440601825714,0.6254649758338928
14,0.24056996405124664,0.14031003415584564,0.50232994556427,0.6555157899856567,0.2603147327899933,0.13525143265724182,0.5293276309967041,0.6834906935691833
15,0.24785402417182922,0.13864217698574066,0.5153529047966003,0.6687349677085876,0.263862669467926,0.13540036976337433,0.532646656036377,0.6842918395996094
16,0.2570265233516693,0.13736920058727264,0.5274685025215149,0.6786677837371826,0.26809728145599365,0.13612744212150574,0.5267525315284729,0.6773676872253418
17,0.2617354094982147,0.13603490591049194,0.5365919470787048,0.6873742938041687,0.2616308927536011,0.1361771672964096,0.5239484906196594,0.6750786900520325
18,0.27294355630874634,0.13463066518306732,0.5414234399795532,0.693309485912323,0.25075823068618774,0.14094693958759308,0.49625179171562195,0.6509871482849121
19,0.2834649384021759,0.1335260570049286,0.5520429611206055,0.7024574279785156,0.26105865836143494,0.1370072215795517,0.5236623883247375,0.6702718138694763
20,0.2883700430393219,0.1326712816953659,0.5602344870567322,0.7071418166160583,0.26191702485084534,0.1375824511051178,0.5153648257255554,0.6629470586776733
21,0.2910923659801483,0.13150127232074738,0.5652376413345337,0.7163143157958984,0.2662661075592041,0.13634316623210907,0.5301287770271301,0.67530757188797
22,0.3030852973461151,0.13060757517814636,0.571418046951294,0.7186932563781738,0.27198854088783264,0.1366593986749649,0.5286409258842468,0.6767954230308533
23,0.3045322895050049,0.12972266972064972,0.5772060751914978,0.723990797996521,0.2902432084083557,0.13271379470825195,0.5523319244384766,0.6999713778495789
24,0.31105607748031616,0.1288435161113739,0.5859861969947815,0.7314955592155457,0.27771100401878357,0.13582022488117218,0.5336766839027405,0.6849213242530823
25,0.31419533491134644,0.12805888056755066,0.5898612141609192,0.7342669367790222,0.2697567939758301,0.13769254088401794,0.5258368849754333,0.6709012985229492
26,0.32184725999832153,0.12730512022972107,0.5968018770217896,0.7394172549247742,0.2924177348613739,0.13246195018291473,0.5533047318458557,0.6997997164726257
27,0.32572227716445923,0.12651513516902924,0.5977829098701477,0.7403982877731323,0.27135908603668213,0.14187109470367432,0.5242345929145813,0.6676967144012451
28,0.3296954035758972,0.12584109604358673,0.6054103374481201,0.7458184361457825,0.2519599497318268,0.1423669457435608,0.5030043125152588,0.651273250579834
