epoch,decade_output_accuracy,decade_output_loss,decade_output_top3_acc,decade_output_top5_acc,loss,style_output_accuracy,style_output_loss,style_output_top3_acc,style_output_top5_acc,val_decade_output_accuracy,val_decade_output_loss,val_decade_output_top3_acc,val_decade_output_top5_acc,val_loss,val_style_output_accuracy,val_style_output_loss,val_style_output_top3_acc,val_style_output_top5_acc
21,0.1675577610731125,2.841747522354126,0.3879678249359131,0.5397312045097351,5.284121513366699,0.22085152566432953,2.4423768520355225,0.4892333447933197,0.6471771001815796,0.17390558123588562,2.8400635719299316,0.39364805817604065,0.5434620976448059,5.256373405456543,0.2319885492324829,2.4163095951080322,0.4931044280529022,0.6398855447769165
22,0.17194780707359314,2.8250184059143066,0.39554616808891296,0.5447344183921814,5.247748851776123,0.22695834934711456,2.4227304458618164,0.49627214670181274,0.6535782814025879,0.16486409306526184,2.918644666671753,0.3772818446159363,0.5233762264251709,5.440128326416016,0.21579399704933167,2.521481990814209,0.4705007076263428,0.6230615377426147
23,0.17023102939128876,2.818525552749634,0.3954971432685852,0.5511355400085449,5.2360429763793945,0.2294844686985016,2.417518377304077,0.49759650230407715,0.6560553312301636,0.17104434967041016,2.854435443878174,0.3925035893917084,0.5368240475654602,5.297457218170166,0.22975680232048035,2.443023920059204,0.48492130637168884,0.6407439112663269
24,0.1747191846370697,2.8027827739715576,0.4019227921962738,0.5529013872146606,5.198625087738037,0.23421788215637207,2.395841360092163,0.5045372247695923,0.6620640754699707,0.15484978258609772,2.946350336074829,0.36663806438446045,0.5117024183273315,5.5108137130737305,0.20211730897426605,2.564462184906006,0.4387410581111908,0.58775395154953
25,0.1747191846370697,2.78806471824646,0.40366411209106445,0.5563839673995972,5.173037528991699,0.23689115047454834,2.38497257232666,0.5066708922386169,0.6655712127685547,0.16503576934337616,2.9614033699035645,0.37482118606567383,0.5147925615310669,5.543155193328857,0.21236051619052887,2.5817511081695557,0.45659512281417847,0.6021745204925537
26,0.17663216590881348,2.7786717414855957,0.40631285309791565,0.55878746509552,5.149926662445068,0.24025113880634308,2.371253490447998,0.5167508721351624,0.6745474934577942,0.16555078327655792,2.890658140182495,0.3789985775947571,0.5256080031394958,5.381341934204102,0.21796852350234985,2.4906818866729736,0.46706724166870117,0.6219170093536377
27,0.17704910039901733,2.766216278076172,0.4082503616809845,0.5637170672416687,5.118076324462891,0.2436356544494629,2.351855754852295,0.5200372934341431,0.6777848601341248,0.18140199780464172,2.7906112670898438,0.4121316075325012,0.5609155893325806,5.155648708343506,0.24801144003868103,2.365037679672241,0.5198855400085449,0.6728469133377075
28,0.18165987730026245,2.747636079788208,0.4137195348739624,0.5665865540504456,5.079381465911865,0.25224408507347107,2.3317439556121826,0.5297983884811401,0.6845293641090393,0.17688125371932983,2.8144564628601074,0.3982260227203369,0.5485550761222839,5.198171615600586,0.24194563925266266,2.3837151527404785,0.5048354864120483,0.6589985489845276
29,0.17999215424060822,2.739485025405884,0.4179869592189789,0.5707313418388367,5.0607991218566895,0.25489282608032227,2.321321487426758,0.5296757817268372,0.6880119442939758,0.15153075754642487,2.9656670093536377,0.35931330919265747,0.5122174620628357,5.538814067840576,0.20257510244846344,2.573146343231201,0.44337624311447144,0.5900428891181946
30,0.18421052396297455,2.7260780334472656,0.4231373071670532,0.5755628347396851,5.035979270935059,0.2558983564376831,2.3099019527435303,0.5361014604568481,0.6936283111572266,0.17276108264923096,2.899819850921631,0.3887839913368225,0.5411158800125122,5.373476982116699,0.2330758273601532,2.4736568927764893,0.4849785268306732,0.6368526220321655
31,0.18271447718143463,2.719352960586548,0.4232599139213562,0.579069972038269,5.019251823425293,0.2615637481212616,2.299898862838745,0.5424780249595642,0.6963015794754028,0.14849784970283508,3.0103838443756104,0.35662373900413513,0.49413448572158813,5.625212669372559,0.20377682149410248,2.614830493927002,0.43793991208076477,0.5741344690322876
32,0.18683475255966187,2.703613758087158,0.4270613491535187,0.5839996337890625,4.991881847381592,0.2644822597503662,2.288269519805908,0.5447834134101868,0.6984353065490723,0.17510730028152466,2.8247487545013428,0.40349069237709045,0.5519313216209412,5.2281270027160645,0.24537912011146545,2.403377056121826,0.5032904148101807,0.6545922756195068
33,0.1895325481891632,2.690964937210083,0.42971011996269226,0.5876293778419495,4.959271430969238,0.26821014285087585,2.268306016921997,0.5498356819152832,0.7066512703895569,0.1745922714471817,2.834588050842285,0.40045779943466187,0.5505579113960266,5.243852615356445,0.24537912011146545,2.4092631340026855,0.5063233375549316,0.6541916728019714
34,0.18725168704986572,2.6839349269866943,0.4329965114593506,0.5901064276695251,4.9417338371276855,0.26857802271842957,2.257798433303833,0.5531466007232666,0.7092509865760803,0.18157367408275604,2.7755367755889893,0.4139055907726288,0.5656652450561523,5.112121105194092,0.2616308927536011,2.336582899093628,0.5250930190086365,0.6789699792861938
35,0.1886005848646164,2.678900957107544,0.43719035387039185,0.5939814448356628,4.93023157119751,0.2733604609966278,2.2513301372528076,0.557732880115509,0.7105998992919922,0.17676681280136108,2.8243508338928223,0.4017167389392853,0.550958514213562,5.222747802734375,0.2486981451511383,2.398397207260132,0.5062661170959473,0.652532160282135
36,0.19402070343494415,2.657991886138916,0.44265952706336975,0.59999018907547,4.897160530090332,0.27632805705070496,2.2391724586486816,0.5607985258102417,0.7127090692520142,0.1842632293701172,2.7790396213531494,0.4134477972984314,0.5700142979621887,5.130669116973877,0.2618025839328766,2.3516316413879395,0.5258941054344177,0.6731902956962585
37,0.19578653573989868,2.6464130878448486,0.44246333837509155,0.6029577851295471,4.870946884155273,0.2789522707462311,2.224536180496216,0.5679599642753601,0.7176386713981628,0.18277539312839508,2.786271572113037,0.41333332657814026,0.5635479092597961,5.136813640594482,0.25762519240379333,2.350539445877075,0.5232045650482178,0.6763948202133179
38,0.1945357322692871,2.640036106109619,0.4444253742694855,0.6051650643348694,4.854929447174072,0.2825329899787903,2.21488618850708,0.5716878175735474,0.7208760380744934,0.18094420433044434,2.831406354904175,0.405264675617218,0.5591988563537598,5.240379333496094,0.2536766827106476,2.408971071243286,0.5164520740509033,0.6592274904251099
39,0.19556580483913422,2.6362619400024414,0.44832491874694824,0.6074458956718445,4.8383259773254395,0.28596654534339905,2.202064275741577,0.5746309161186218,0.7261735200881958,0.175679549574852,2.851027250289917,0.40240344405174255,0.5462088584899902,5.298748970031738,0.24062946438789368,2.447721242904663,0.49030041694641113,0.64091557264328
40,0.2012557089328766,2.6195006370544434,0.45124343037605286,0.6100211143493652,4.814456939697266,0.2876833379268646,2.1949586868286133,0.5784568786621094,0.7325747013092041,0.17562231421470642,2.8360650539398193,0.39816880226135254,0.5514735579490662,5.250988006591797,0.24503576755523682,2.4149222373962402,0.5027181506156921,0.6548783779144287
41,0.19855789840221405,2.6193368434906006,0.4513170123100281,0.6104380488395691,4.805786609649658,0.2896699011325836,2.186448335647583,0.5780153870582581,0.7276940941810608,0.18586552143096924,2.7602620124816895,0.4239771068096161,0.5795708298683167,5.07666015625,0.27708154916763306,2.3163974285125732,0.5399141907691956,0.6869813799858093
42,0.19882768392562866,2.6077120304107666,0.45796340703964233,0.6185314059257507,4.785642147064209,0.2915093004703522,2.1779303550720215,0.5851032733917236,0.7348310351371765,0.15759657323360443,3.050907611846924,0.36795422434806824,0.5161659717559814,5.730382919311523,0.20337624847888947,2.679476261138916,0.44869813323020935,0.5917596817016602
43,0.20262911915779114,2.6034560203552246,0.45860105752944946,0.61757493019104,4.774754047393799,0.2956295609474182,2.1712944507598877,0.5845391750335693,0.7338009476661682,0.19113019108772278,2.7796335220336914,0.4192847013473511,0.5764806866645813,5.1252121925354,0.2671244740486145,2.3455777168273926,0.5327038764953613,0.6784549355506897
44,0.203046053647995,2.592484474182129,0.45936134457588196,0.6215971112251282,4.7584710121154785,0.2979104220867157,2.1659812927246094,0.5876784324645996,0.73586106300354,0.18351931869983673,2.8264989852905273,0.41333332657814026,0.5651502013206482,5.225447654724121,0.26208868622779846,2.3989505767822266,0.5194849967956543,0.6680400371551514
45,0.20564575493335724,2.5865440368652344,0.46502673625946045,0.6228233575820923,4.741575717926025,0.30230048298835754,2.1550307273864746,0.5895668864250183,0.7378721833229065,0.1763090193271637,2.8484888076782227,0.40801143646240234,0.5595993995666504,5.264076232910156,0.259628027677536,2.41558837890625,0.5148497819900513,0.659856915473938
46,0.20206503570079803,2.578489065170288,0.46353068947792053,0.6250796914100647,4.726768493652344,0.30041202902793884,2.1482791900634766,0.5898857116699219,0.7403247356414795,0.17659513652324677,2.8277249336242676,0.4046924114227295,0.5600000023841858,5.22470760345459,0.260028600692749,2.3969852924346924,0.51496422290802,0.6576824188232422
47,0.20858880877494812,2.574246883392334,0.4677000045776367,0.627630352973938,4.715412139892578,0.30416440963745117,2.1411666870117188,0.5957472920417786,0.7427036762237549,0.17442059516906738,2.8496029376983643,0.4061802625656128,0.5583977103233337,5.274492263793945,0.24835479259490967,2.424887180328369,0.5085550546646118,0.6536766886711121
48,0.20829449594020844,2.5712244510650635,0.46796977519989014,0.6304017305374146,4.703377723693848,0.3086771070957184,2.1321542263031006,0.5973659753799438,0.7460145950317383,0.17991416156291962,2.8251633644104004,0.4151645302772522,0.5668097138404846,5.213478088378906,0.25670957565307617,2.388314962387085,0.5212017297744751,0.6697567701339722
49,0.2069210708141327,2.555183172225952,0.4740275740623474,0.634644627571106,4.678691864013672,0.30786776542663574,2.123507499694824,0.6003826260566711,0.7480257153511047,0.18031473457813263,2.9500372409820557,0.3995422124862671,0.5446065664291382,5.4804463386535645,0.25224605202674866,2.5304102897644043,0.5040915608406067,0.6436623930931091
